date,a,b,c,d,e,f,g,h,j,k,l,m,open
2014/7/8,13765,192.4,200.7,6.2022,106.25,127770,13933.33,549430,8500,239.15,145.9,8500,13800
2014/7/9,13765,191.3,200.5,6.1999,105.49,127510,13913.33,612564,8400,238.6,145.27,8500,13740
2014/7/10,13725,191,200,6.2028,105.16,127390,13906.67,463196,8400,238,145.05,8500,13845
2014/7/11,13725,190.7,200.5,6.2037,104.87,127210,13880,546260,8400,237.6,143.99,8500,13720
2014/7/14,13780,189,200.5,6.2059,104.12,127770,13840,409744,8500,237.5,143.93,8500,13750
2014/7/15,13755,187.3,199,6.208,103.65,127680,13820,464856,8500,235.8,143.06,8500,13600
2014/7/16,13880,187,202.7,6.2047,104.44,127450,13826.67,426222,8300,235.1,143.06,8300,13900
2014/7/17,13980,190.6,205.5,6.2045,105.04,126680,13846.67,613850,8300,234.45,143.56,8400,14100
2014/7/18,14025,189.8,202.9,6.208,105.54,126600,13900,634444,8300,233.7,143.92,8400,13955
2014/7/21,13855,213.0924094,201,6.2089,105.07,128330,13900,438130,8000,232.6,144.15,8100,13840
2014/7/22,13945,189.5,199.3,6.2037,105.74,128290,13946.67,665472,8000,232.4,143.68,8100,14000
2014/7/23,13945,189,199.5,6.1983,105.3,128430,13946.67,569922,8000,231.8,142.63,8100,14020
2014/7/24,14115,191.9,200,6.1949,105.22,129750,13980,959846,8000,231.65,142.33,8100,14100
2014/7/25,14070,191.2,199.5,6.1915,105.31,129610,14000,565432,8000,229.45,141.31,8100,14035
2014/7/28,13910,194.5,201.3327889,6.1863,105.11,129660,13933.33,789454,8300,227.95,141.72,8300,13930
2014/7/29,14060,200.5,201,6.1815,105.44,129750,13993.33,922596,8300,227.95,141.72,8300,14115
2014/7/30,14045,198.2,201,6.1717,105.21,130310,13986.67,603718,8000,227.75,141.72,8000,14100
2014/7/31,14080,198.3,200.5,6.1747,103.6,131010,13966.67,555014,8000,229.05,141.54,8000,14100
2014/8/1,13845,194,196.9,6.1798,102.89,130870,13953.33,570484,8000,228.4,140.71,8000,13850
2014/8/4,13835,192.5,195.7,6.1785,102.58,130340,13940,434412,8100,228.6,140.25,8100,13810
2014/8/5,13755,192.5,193.7,6.1708,102.23,130170,13940,492456,8100,228.35,139.75,8100,13725
2014/8/6,13655,191.4,191.3,6.1633,102.05,130090,13880,479146,8100,225,138.99,8100,13630
2014/8/7,13675,192.2,191.3,6.1619,102.22,130050,13906.67,458770,8100,223.1,138.83,8100,13720
2014/8/8,13660,191.2,190.1,6.1567,103.1,129740,13886.67,375740,8100,220.1,137.85,8100,13660
2014/8/11,13590,191,188.1,6.1536,102.29,129030,13860,414370,8100,219.25,138.39,8100,13545
2014/8/12,13385,189,185.5,6.1583,101.66,128750,13813.33,506370,8100,216.55,138.05,8100,13280
2014/8/13,13140,185.6,183,6.1544,100.88,128860,13726.67,458728,7700,214.1,137.58,7700,13090
2014/8/14,13010,184.9,182,6.1531,100.99,128360,13560,562196,7700,213.75,136.62,7700,12980
2014/8/15,13015,183.1,180.3,6.147,99.94,127680,13580,448944,7700,213.75,136.35,7700,13050
2014/8/18,13240,182.5,180.7,6.1437,99.42,127690,13533.33,485766,7700,212.9,135.5,7700,13310
2014/8/19,13285,182.5,181.2,6.1418,98.93,127610,13540,381882,7700,214.1,134.89,7700,13285
2014/8/20,13275,184,180.8,6.1413,99.52,127260,13480,477808,7700,214.3,133.94,7700,13275
2014/8/21,13310,186.5,181,6.1514,99.03,126930,13480,443362,7700,213.95,133.5,7700,13265
2014/8/22,13325,186.4,182.8,6.1529,99.19,129510,13500,498704,7900,215.1,133.81,7900,13315
2014/8/25,13280,190,181.7,6.155,99.09,129210,13500,316814,7900,215.15,133.6,7900,13240
2014/8/26,13145,187.1,179.8,6.1523,99.82,128760,13486.67,560890,7900,213.25,132.93,7900,13120
2014/8/27,13155,188.2,180.5,6.1432,100.06,128420,13480,385236,7900,213.35,132.15,7900,13160
2014/8/28,13000,188,179.5,6.1446,99.97,128330,13386.67,449548,7900,212.5,132.62,7900,12910
2014/8/29,12745,186.4,179,6.1432,99.99,128430,13346.67,508464,7900,211.65,131.82,7900,12660
2014/9/1,12490,184.3,177.3,6.1428,100.1,130360,13193.33,439012,7600,210,132.03,7600,12320
2014/9/2,12415,188,177.9,6.1488,98.95,128960,12993.33,453330,7600,209.75,132.03,7600,12395
2014/9/3,12355,187,175.6,6.1411,98.66,126630,12926.67,517880,7600,209.75,130.66,7600,12385
2014/9/4,12470,187.2,177.3,6.1386,99.15,128360,12940,403720,7600,210.1,130.59,7600,12475
2014/9/5,12355,185.5,174.6,6.1412,98.38,127620,12746.67,653130,7600,209.3,129.41,7600,12250
2014/9/9,11900,181,166,6.137,96.99,126840,12726.67,623818,6900,205.2,127.7,6900,11735
2014/9/10,11625,177.5,163.5,6.1299,95.93,126270,12466.67,608306,6900,198.95,125.95,6900,11550
2014/9/11,11500,176.2,163.4,6.13,95.35,125150,12106.67,593042,7000,198.65,124.56,7000,11555
2014/9/12,11610,177.1,164,6.1346,95.68,123950,12106.67,495962,7000,198.9,123.61,7000,11680
2014/9/15,11665,213.0924094,163.7,6.142,94.68,124440,12113.33,487056,6400,200.85,123.06,6700,11775
2014/9/16,11795,178.3,165.9,6.1462,95.3,127380,12100,489620,6400,202.1,123.15,6700,11740
2014/9/17,11810,179.5,165.9,6.1401,95.84,126140,12140,391286,6400,201.8,123.15,6700,11840
2014/9/18,11705,179,165.6,6.1406,95.19,126280,12046.67,545016,6400,202.25,122.65,6700,11660
2014/9/19,11510,176,163,6.1405,94.44,125630,11953.33,741968,6400,203.95,122.49,6700,11255
2014/9/22,10980,168,157.2,6.1404,94.37,124560,11840,396952,6000,203.15,122.02,6100,10930
2014/9/23,10585,213.0924094,154.3,6.1378,94.31,124570,11593.33,694202,6000,200.4,120.17,6100,10600
2014/9/24,10660,170,155.3,6.1346,94.18,123800,11620,504686,6000,198.25,119.93,6100,10650
2014/9/25,10620,166.7,151.6,6.1363,94.25,122530,11620,1095002,6000,197.45,119.38,6000,10775
2014/9/26,10825,171.4,156,6.127,94.13,121730,11500,960474,6000,196.5,118.38,6000,10955
2014/9/29,10690,170.6,153.3,6.1501,94.54,120620,11313.33,694438,6000,198.6,117.64,6000,10675
2014/9/30,10935,171.1,156,6.1395,94.17,120200,11293.33,832754,6000,198,117.15,6000,10700
2014/10/8,10945,173.6,155.3,6.139,88.32,120390,11300,832042,6100,198.5,115.39,6100,11005
2014/10/9,10985,174.7,157.2,6.1305,88.27,120540,11306.67,735816,6100,200.7,115.26,6100,10980
2014/10/10,10880,171.5,156,6.1309,86.43,118960,11220,759802,6100,200.3,114.92,6100,10850
2014/10/13,11045,213.0924094,157.5,6.1259,85.93,116550,11266.67,897804,6000,199.2,114.48,6100,11140
2014/10/14,11100,177,159.7,6.1247,85.14,114990,11240,702540,6000,199.65,115.24,6100,11100
2014/10/15,11055,175,159.3,6.1259,81.89,114800,11233.33,746686,6000,200.45,115.29,6100,11100
2014/10/16,11075,173.7,159.3,6.1231,81.17,115180,11226.67,736752,6000,199.25,115.42,6100,11115
2014/10/17,11360,178.2,163.1,6.124,83.19,115090,11313.33,638066,6100,199.6,116.38,6100,11320
2014/10/20,11400,181.9,165.6,6.1229,82.37,117270,11336.67,491490,6100,203.95,118.72,6100,11385
2014/10/21,11365,180.5,166,6.1212,82.09,118490,11340,605872,6000,203.95,119.79,6000,11400
2014/10/22,11350,180.5,201.3327889,6.1185,81.94,118350,11383.33,604542,6000,204.15,120.27,6000,11440
2014/10/23,11610,180.7,171.8,6.1195,81.67,119910,11566.67,1103676,6000,204.15,120.27,6000,11725
2014/10/24,11715,184.8,171.5,6.1172,82.48,121520,11613.33,619124,6000,204.95,120.9,6300,11740
2014/10/27,11565,184.5,168.9,6.1167,82.37,121040,11730,766528,6300,205.8,122.6,6300,11455
2014/10/28,11545,185,170.2,6.1133,82.44,120850,11763.33,745684,6300,204.55,122.33,6300,11530
2014/10/29,11625,188.2,172.1,6.1112,83.24,124610,11790,861124,6300,203.85,122.63,6300,11715
2014/10/30,11635,194.5,171,6.1159,82.79,125780,11796.67,744288,6300,202.55,122.69,6300,11595
2014/10/31,11605,192.6,170,6.1135,81.97,126050,11723.33,752856,7200,201.1,123.18,7200,11600
2014/11/3,11415,213.0924094,168,6.1183,80.64,126660,11770,634578,7200,198.65,122.32,7200,11410
2014/11/4,11265,190.1,165.4,6.1152,78.67,126060,11720,883764,7200,196.2,121.42,7200,11290
2014/11/5,10995,182.7,201.3327889,6.1146,78.11,125990,11633.33,770250,7200,194.65,120.86,7200,10750
2014/11/6,10915,184,163.2,6.1123,78.27,124980,11523.33,647804,7200,193.85,120.49,7200,10955
2014/11/7,11135,189.9,164.8,6.1229,78.67,124390,11496.67,929702,7200,195.05,121.89,7200,11235
2014/11/10,11220,188.2,164,6.1196,78.98,127600,11570,595106,7200,195.3,123.36,7200,11310
2014/11/11,11220,189,163.8,6.1252,77.27,127300,11556.67,699534,7000,193.35,123.48,7000,11280
2014/11/12,11395,192.7,167,6.1262,76.96,125990,11586.67,911504,7000,192.75,123.67,7000,11360
2014/11/13,11350,193.1,168,6.1248,75.15,125670,11676.67,587014,7000,191.7,124.09,7000,11360
2014/11/14,11370,189.4,166,6.1307,73.47,127550,11663.33,856382,7000,191.4,123.56,7000,11400
2014/11/17,11340,189.3,162.8,6.1241,73.9,127870,11683.33,827632,7400,190.5,123.11,7400,11200
2014/11/18,12560,187.6,163.2,6.1213,74.36,127550,11656.67,859462,7400,189.3,121.9,7400,12515
2014/11/19,12675,188,164,6.1198,74.05,126510,11670,765250,7400,189.25,119.64,7400,12715
2014/11/20,12765,189.6,164.5,6.1245,74.03,127700,11716.67,1211066,7400,188.4,118.77,7400,12835
2014/11/21,12775,189.2,160.6,6.1249,75.42,128620,11723.33,1407606,7400,189.95,118.09,7400,12810
2014/11/24,12795,213.0924094,164.5,6.1417,75.7,128900,11750,865818,8000,190.2,117.91,8000,12785
2014/11/25,12800,192,162.8,6.1365,74.28,78650,11746.67,714964,8000,190.55,116.91,8000,12850
2014/11/26,12645,189.2,160.3,6.1389,73.7,79430,11686.67,852780,8000,190.75,116.69,8000,12595
2014/11/27,12610,187.6,160,6.1392,70.8,80090,11663.33,906336,8000,189.95,115.68,8000,12655
2014/11/28,12660,187.5,157,6.145,68.89,80090,11670,792994,8000,189.6,114.23,8000,12725
2014/12/1,12445,184.6,154.6,6.152,66.44,80090,11536.67,741106,8000,188.3,110.95,8000,12455
2014/12/2,12650,184.5,156,6.1503,68.13,81490,11566.67,581982,8000,188.15,109.89,8000,12650
2014/12/3,12580,183.9,154,6.15,67.31,82970,11566.67,600170,8000,188.3,107.21,8000,12570
2014/12/4,12765,185.8,155,6.1546,66.27,85170,11683.33,819294,8000,188.3,107.74,8000,12790
2014/12/5,12695,183.1,155.1,6.1502,65.32,85470,11706.67,583710,8000,187.55,105.77,8000,12715
2014/12/8,12610,185.8,153,6.1727,63.78,86070,11653.33,815382,8000,186.5,103.68,8000,12420
2014/12/9,12120,180.7,152,6.1855,62.33,85850,11386.67,732484,8000,185.85,102.09,8000,12340
2014/12/10,11855,181.4,151.5,6.1768,61.35,90670,11300,1109502,8000,184.85,101.89,8000,11770
2014/12/11,11690,180,152.8,6.1886,60.5,92870,11253.33,633890,8000,182.45,101.69,8000,11650
2014/12/12,11905,179.7,158.4,6.1869,58.65,92840,11273.33,703804,8000,181.75,101.57,8000,11980
2014/12/15,12120,182,162.3,6.1912,57.92,100200,11286.67,653140,8000,181.95,102.03,8000,12205
2014/12/16,12085,181.5,162.5,6.1903,55.91,101200,11253.33,539906,8000,180.55,102.93,8000,12185
2014/12/17,12245,182.3,163.9,6.1975,55.64,101400,11366.67,754298,8000,180.1,103.34,8000,12200
2014/12/18,12295,180.2,164.5,6.2163,56.3,104540,11440,654862,8000,181.65,104.26,8000,12260
2014/12/19,12265,184,165.9,6.2202,55.52,105760,11486.67,460428,8000,181.65,104.59,8000,12260
2014/12/22,12290,192.5,167,6.2216,56.9,106650,11496.67,512142,8000,204.9,105.16,8000,12275
2014/12/23,12215,213.0924094,166,6.226,55.59,108140,11460,527056,8000,204.9,106.06,8000,12180
2014/12/24,12370,188.1,162,6.2163,56.03,108130,11466.67,484008,8000,204.85,106.67,8000,12575
2014/12/25,12625,188.5,201.3327889,6.1976,56.14,107730,11563.33,498890,8000,204.85,107.59,8000,12730
2014/12/26,12695,189,164.5,6.2129,56.14,105430,11610,405578,8000,204.85,107.59,8000,12745
2014/12/29,13020,189.8,166.9,6.2218,54.44,103530,11846.67,552914,8000,204.25,108.27,8000,13095
