date,a,b,c,d,e,f,g,h,j,k,l,m,open
2020/6/5,10275,133.5,144.9,7.0866,36.84,232170,10370,470102,8100,158.9,112.91,8100,10280
2020/6/8,10365,136.6,147,7.0745,38.89,231880,10370,295594,8100,160.35,113.77,8100,10305
2020/6/9,10365,137.9,145.5,7.0882,37.1,231880,10370,269427,8100,160,113.77,8100,10365
2020/6/10,10375,139.9,145.4,7.067,37.46,231880,10370,194109,8100,160.95,114.59,8100,10665
2020/6/11,10460,139.8,144,7.0698,36.56,231880,10330,359220,8100,162.3,116.08,8100,10575
2020/6/12,10460,140.6,143.5,7.0745,35.06,231860,10210,311320,8100,161.65,115.55,8100,10460
2020/6/15,10460,139.5,141.5,7.0946,35.09,231780,10130,267860,8100,161.9,116.54,8100,10460
2020/6/16,10135,139.4,141.5,7.0818,36.75,231670,10144,181047,8100,160.95,118.41,8100,10160
2020/6/17,10090,139.4,140.9,7.0859,37.59,231600,10154,185169,8100,160.2,116.15,8100,10140
2020/6/18,10100,139.4,140.8,7.0812,37.7,231520,10160,160294,8100,158.15,114.94,8100,10110
2020/6/19,10100,140.3,142,7.078,39.45,231490,10300,243757,8100,157.6,115.21,8100,10100
2020/6/22,10195,139.5,141.3,7.077,38.96,231430,10220,186893,8100,157.45,114.75,8100,10170
2020/6/23,10160,139.1,144.8,7.065,39.85,229590,10260,178359,8100,157.1,114.98,8100,10155
2020/6/24,10200,135.1,146.4,7.0744,38.17,229590,10220,127115,8100,157.1,114.92,8100,10200
2020/6/29,9880,140.6,147.9,7.0776,37.34,229840,9980,264321,8100,156.35,114.65,8100,9860
2020/6/30,10055,142.2,146.5,7.0741,38.22,229390,10078,159546,8100,156.15,115.51,8100,10150
2020/7/1,9990,141.5,142,7.0611,42.69,229920,10089,155907,8100,156.25,114.92,8100,10120
2020/7/2,10050,142,149.9,7.0663,42.93,229570,10182,219713,8100,156.1,114.28,8100,10050
2020/7/3,10310,142,148.4,7.068,42.96,229490,10318,192701,8100,157.65,113.68,8100,10420
2020/7/6,10310,142,145.1,7.033,43.57,229690,10410,261118,8100,161.8,113.44,8100,10310
2020/7/7,10500,142,147.2,7.0241,43.15,229620,10450,287577,8100,163.65,113.77,8100,10500
2020/7/8,10565,143,148.1,7.0176,43.44,229510,10490,317284,8100,164.3,111.82,8100,10400
2020/7/9,10700,143.9,147.2,6.9862,43.31,229380,10540,361800,8100,165.25,111.59,8100,10700
2020/7/10,10700,142.9,201.3327889,7.0071,43.47,229020,10470,308541,8100,166.65,111.6,8100,10700
2020/7/13,10700,144.8,147.1,7.0031,43.38,229370,10524,292373,8100,170.3,111.46,8100,10700
2020/7/14,10700,145.8,149.9,7.0188,43.02,230170,10524,265220,8100,170.3,111.04,8100,10700
2020/7/15,10700,147,151,6.9886,44.12,230270,10560,276708,8100,171.1,111.06,8100,10700
2020/7/16,10480,148.7,151.1,6.9982,43.8,231150,10510,455938,8100,131.3,111.27,8100,10450
2020/7/17,10495,150.6,153,7.0002,43.22,231110,10510,312727,8100,175.75,111.57,8100,10505
2020/7/20,10510,152.8,154,6.9912,43.03,231080,10510,265485,8100,176.1,111.14,8100,10510
2020/7/21,10570,156.3,154.8,6.9936,44.29,223340,10612,284198,8100,176.1,110.65,8100,10500
2020/7/22,10585,161.5,153.9,7.0059,44.24,223610,10624,501573,8100,176.55,109.46,8100,10600
2020/7/23,10585,213.0924094,147,6.9961,44.62,229310,10540,272830,8100,176.75,108.79,8100,10585
2020/7/24,10465,213.0924094,149.5,7.0162,43.38,230140,10560,442463,8100,175.25,109.1,8100,10450
2020/7/27,10590,159.3,150,7.001,43.14,227110,10628,319048,8100,173.65,109.05,8100,10590
2020/7/28,10635,158.9,149.2,7.0072,43.4,227020,10644,417751,8100,173.9,109.5,8100,10685
2020/7/29,10635,159.5,153.8,6.9997,43.59,227000,10780,447736,8100,173.9,109.53,8100,10635
2020/7/30,10920,162.3,157,7.0064,42.99,224340,10910,885201,8100,175.2,110.43,8100,10845
2020/7/31,10920,160.5,201.3327889,6.9794,43.02,224340,10860,560238,8100,175.2,110.43,8100,10920
2020/8/3,10920,163.6,162.3,6.9773,44.02,224520,10822,370964,8100,176.55,110.02,8100,10920
2020/8/4,10800,162.9,163,6.982,44.27,224520,10822,275041,8100,176.05,110.35,8100,10850
2020/8/5,10875,162.7,164.1,6.953,45.34,224820,10870,275636,8100,176.45,110.71,8100,10630
2020/8/6,10935,162.5,166.9,6.9441,45.17,224810,10976,503644,8100,177.55,111.88,8100,10935
2020/8/7,10935,164.7,171.3,6.9598,44.87,224680,11132,842131,8100,178.35,114.46,8100,10935
2020/8/10,11090,213.0924094,201.3327889,6.9701,45.01,225710,11050,470432,8100,178.75,113.94,8100,11090
2020/8/11,11090,164.8,170,6.9519,45.21,226650,10987.5,386255,8100,178.95,113.26,8100,11090
2020/8/12,10905,164.5,168,6.9458,45.08,226490,10925,440804,8100,178.35,113.15,8100,10905
2020/8/13,10900,165.9,170.1,6.9445,45.34,226460,10925,261834,8100,178.4,113.88,8100,10900
2020/8/14,11095,166,169.6,6.9498,44.62,226350,11017.5,334435,8100,177.7,113.91,8110,11095
2020/8/17,11095,169.8,170.4,6.9417,44.94,226320,11095,333175,8100,176.55,114.04,8110,11095
2020/8/18,11145,167.6,171.9,6.9257,45.49,226920,11075,290474,8100,175.05,113.74,8110,11125
2020/8/19,11150,169.4,174.6,6.9103,45.19,226180,11095,306899,8100,173.75,114.17,8110,11150
2020/8/20,11145,167.9,175,6.9216,45.05,226980,11095,307781,8300,172.55,114.41,8300,11125
2020/8/21,11145,166.9,176,6.9136,44.92,226130,11120,253980,8300,172,114.41,8300,11190
2020/8/24,11295,166,179,6.9126,45.19,225830,11272.5,516341,8300,172.95,114.54,8300,11485
2020/8/25,11460,172,180.8,6.9117,45.87,213630,11400,392416,8300,173.75,115.36,8300,11450
2020/8/26,11465,179,186.5,6.8919,46.05,214430,11475,257810,8300,176.45,114.93,8300,11490
2020/8/27,11600,182.9,191.7,6.8946,45.81,214020,11525,419929,8300,180.2,115.3,8300,11570
2020/8/28,11580,187,205.5,6.8651,45.33,214010,11587.5,317740,8300,181.65,114.88,8300,11645
2020/8/31,11745,199.1,209,6.8535,46.27,214180,11792.5,514639,8300,187.5,117.08,8300,11800
2020/9/1,11760,215.2,207,6.8239,45.3,214730,11792.5,259334,8300,187.5,117.08,8300,11795
2020/9/2,11810,219.6,204,6.8261,45.02,214720,11805,306972,8300,192.25,117.46,8300,11805
2020/9/3,11720,206.1,200,6.8355,43.36,214060,11607.5,394150,8300,189,117.73,8300,11630
2020/9/4,11600,199,192.3,6.8393,43.42,213490,11600,369213,8300,185.4,116.26,8300,11615
2020/9/7,11580,198,190.7,6.8302,41.64,213080,11560,332182,8300,183.4,117.06,8300,11560
2020/9/8,11605,200,194.9,6.8316,40.29,213180,11580,205869,8300,183.55,116.96,8300,11585
2020/9/9,11395,197.4,188.4,6.846,39.82,212970,11432.5,513095,8300,182.5,115.83,8300,11255
2020/9/10,11385,203.3,189.5,6.8398,39.83,212990,11252.5,267367,8300,181.2,116.12,8300,11400
2020/9/11,11390,198.5,191.2,6.8369,39.37,215210,11362.5,243130,8300,182,116.24,8300,11420
2020/9/14,11505,194.5,189.9,6.8235,38.96,214270,11551.25,242984,8300,181,118.36,8300,11690
2020/9/15,11515,200.9,192.2,6.7775,39.35,214170,11567.5,246014,8300,181.25,119.47,8300,11510
2020/9/16,11565,197.1,192.5,6.7613,41.29,215210,11645,295395,8300,181.15,120.63,8300,11600
2020/9/17,11545,203.5,192.8,6.7659,42.07,214680,11587.5,273816,8300,180.35,120.63,8300,11550
2020/9/18,11685,204,194.4,6.7588,42.98,214400,11750,279275,8300,180.45,120.62,8300,11700
2020/9/21,11695,213.0924094,202.2,6.7733,41.49,211960,11845,304550,8300,181.45,121.38,8300,11800
2020/9/22,11635,213.0924094,202.3,6.7875,41.32,212310,11662.5,442994,8300,181.4,120.1,8300,11580
2020/9/23,11475,217.9,201,6.792,41.4,213090,11637.5,335192,8300,180.95,119.38,8300,11485
2020/9/24,11570,215,200.5,6.824,41.22,212580,11687.5,382556,8300,180.65,119.33,8300,11630
2020/9/25,11810,217.5,201.3,6.8202,41.93,212160,11925,556968,8300,179.9,121.89,8300,11850
2020/9/28,11935,222.8,202.9,6.8209,41.61,207160,11925,318267,8300,181.05,121.25,8300,11905
2020/9/29,11875,224.5,200.9,6.8229,41.46,207430,11912.5,255224,8300,182.15,120.94,8300,11850
2020/9/30,11690,223.4,200.9,6.8106,40.65,212550,11792.5,334981,8300,180.75,120.84,8300,11635
2020/10/9,12045,221.9,199.8,6.7135,41.61,214190,12220,308258,8850,182.15,126.38,8970,12215
2020/10/12,12250,222.4,208.3,6.7358,40.57,213890,12485,400095,8850,183.05,128.29,8970,12500
2020/10/13,12300,224,210.8,6.7385,40.68,214980,12515,286449,8850,184.6,128.61,8970,12300
2020/10/14,12300,225.2,213.9,6.737,41.2,213530,12545,447655,8850,184.65,129.2,8970,12300
2020/10/15,12300,227.7,212.8,6.73,41.29,212710,12645,397652,8850,185.15,129.99,8970,12300
2020/10/16,12965,235.6,214.3,6.6982,41.37,212030,12950,668837,8850,187,132.22,8970,13155
2020/10/19,13365,238.2,222.8,6.6935,41.38,219700,13425,856146,8850,190.8,136.8,8970,13220
2020/10/20,13350,241.1,225.4,6.6818,41.04,221220,14000,764047,8850,193.4,140.65,8970,13800
2020/10/21,13710,248.4,229,6.6575,40.88,220720,14025,1095290,8850,196.35,153.57,8970,13700
2020/10/22,13705,254.8,239,6.6689,40.91,221350,14050,1029128,8850,198.75,157.71,8970,13725
2020/10/23,13675,265.8,245.3,6.669,41.05,221520,14125,1003748,8850,200.95,164.25,8970,13685
2020/10/26,13820,277.1,262.8,6.6985,39.22,221410,14325,1092789,8850,206.6,167.6,8970,13785
2020/10/27,14110,284.3,274.5,6.7157,39.53,221540,14600,1177485,8850,211.55,171.06,8970,14390
2020/10/28,14845,305,290,6.7138,38.42,221030,15262.5,1342926,8850,216.95,178.14,8970,14955
2020/10/29,14615,300.8,267.1,6.7104,37.12,221300,14825,1857029,10100,216.9,182.81,10100,14350
2020/10/30,14260,307.7,248.5,6.7002,36.5,221030,14495,2278231,10100,216.3,182.81,10100,13900
2020/11/2,13855,298.8,239.5,6.7001,35.89,221390,13762.5,1848501,10100,213.6,183.83,10100,13475
2020/11/3,13595,213.0924094,238,6.6884,38.44,222460,13725,1216574,10100,208.55,183.2,10100,13475
2020/11/4,13370,278.9,235.3,6.7138,39.09,223170,13712.5,1429978,10100,207.2,180.26,10100,13415
2020/11/5,13570,268.5,237,6.64,39.79,223820,13747.5,1146704,10100,206.2,166.22,10100,13480
2020/11/6,13535,225.7,239.2,6.6215,39.22,225000,13710,840075,10100,207.35,165.11,10100,13425
2020/11/9,12900,252.5,236.7,6.5728,39.97,226460,13205,1421351,10100,206.6,154.21,10100,12965
2020/11/10,12755,232.5,240,6.6041,41.72,226160,12925,1272739,10100,206.95,152.25,10100,12615
2020/11/11,12685,242,237.5,6.62,43.42,227070,13212.5,976745,10100,206.15,151.39,10100,12900
2020/11/12,13250,252.9,244,6.6297,42.97,226230,13600,924608,10100,207.4,148.45,10100,13280
2020/11/13,13255,266,242,6.6144,42.05,228090,13420,861567,10100,202.8,146.24,10100,13390
2020/11/16,13435,271.8,248,6.577,42.93,228770,13812.5,784549,10100,210.25,145.72,10100,13500
2020/11/17,14555,258.2,242.7,6.558,42.76,229880,13550,791352,10100,210.25,146.29,10100,14365
2020/11/18,14200,245.1,246.8,6.5425,43.05,229680,13325,716621,10100,209.35,145.19,10100,14135
2020/11/19,14285,238.8,254.1,6.5851,43.12,229370,13520,689284,10200,209.8,144.12,10200,14335
2020/11/20,14355,240.9,238.1,6.5714,43.38,73820,13467.5,572920,10200,210.1,143.69,10200,14230
2020/11/23,14495,213.0924094,245,6.5694,44.75,76720,13750,557943,10200,211.7,144.9,10200,14610
2020/11/24,14525,250,245,6.5761,45.51,79310,13750,601906,10200,212.45,144.33,10200,14675
2020/11/25,14725,247.9,245,6.5796,46.91,79910,13872.5,626492,10200,214.25,143.46,10200,14735
2020/11/26,14645,241,246.7,6.5729,46.66,87200,13765,514491,10200,216.05,143.12,10200,14575
2020/11/27,14880,242.5,249.6,6.5823,46.79,95380,14387.5,694077,10200,216.05,143.98,10200,15230
2020/11/30,15330,250.5,249.5,6.5827,46.43,101180,14558.75,990088,10000,220.85,146.36,10000,15150
2020/12/1,15215,252.2,255,6.5707,46.73,106380,14387.5,686034,10000,220.85,146.74,10000,15180
2020/12/2,15290,255.9,257,6.5684,46.69,118570,14450,826252,10000,222.4,146.8,10000,15485
2020/12/3,15395,262.9,258.6,6.559,47.46,119070,14587.5,711343,10000,222.65,147.68,10000,15350
2020/12/4,14755,257,250.8,6.5302,48.35,122250,13870,1074204,10000,220.6,146.65,10000,14615
2020/12/7,14635,247.7,245.7,6.5382,47.77,124540,13867.5,650705,9400,219.7,147.5,9400,14675
2020/12/8,14620,249.8,237.8,6.532,47.79,125740,13885,586650,9400,218.25,150.05,9400,14360
2020/12/9,14200,243.6,233.5,6.5374,48.31,129340,13425,640745,9400,216.9,148.8,9400,14030
2020/12/10,14120,242.6,231.6,6.548,48.87,132030,13250,478190,9400,216.05,147.99,9410,13940
2020/12/11,14150,233,232,6.5411,49.58,133630,13432.5,674548,9400,213.1,147.38,9410,14200
2020/12/14,14315,240.4,237.9,6.5367,49.65,133730,13700,504520,9200,213.35,146.67,9200,14390
2020/12/15,14330,252.6,236.9,6.5446,49.61,138010,13612.5,425936,9200,213.5,145.56,9200,14345
2020/12/16,14285,262.9,235.5,6.5378,50.12,144910,13575,525909,9200,213.15,145.03,9200,14130
2020/12/17,14260,270,235.5,6.5335,50.78,146810,13675,425505,9200,213.55,145.98,9200,14350
2020/12/18,14440,274,238,6.5415,50.69,149210,13800,702340,9200,213.8,147.07,9200,14545
2020/12/21,14700,292,235.8,6.5494,49.57,152510,13975,687127,9200,214.9,147.79,9200,14670
2020/12/22,14170,245,228.6,6.548,49.22,153810,13657.5,833551,9200,213.15,147.85,9200,13710
2020/12/23,13780,246.3,229.9,6.5378,49.46,154710,13200,740236,9200,211.15,144.15,9200,13830
2020/12/24,13960,252.1,231.9,6.532,50.31,156910,13300,466270,9200,211.35,143.95,9200,14005
2020/12/25,13975,256,201.3327889,6.5241,50.31,158770,13375,448861,9200,211.35,143.95,9200,13975
2020/12/28,13800,259.7,230,6.5375,50.1,160270,13150,723585,9220,212,143.66,9220,13805
2020/12/29,13745,267.7,226.9,6.5305,50.16,160470,13137.5,653995,9220,212,141.09,9220,13520
2020/12/30,13545,268.8,222.4,6.5307,50.22,160470,12975,603109,9220,211.25,139.6,9220,13575
2020/12/31,13595,213.0924094,201.3327889,6.5398,50.24,160570,13000,538572,9220,210.8,139.6,9220,13720
2021/1/4,13940,276,233.5,6.4628,51.35,160570,13350,359145,9220,208.8,142.73,9220,14010
2021/1/5,14070,276,233.2,6.464,50.75,161270,13525,480489,9220,208.85,142.88,9220,14250
2021/1/6,14180,273.4,232.2,6.4615,53.29,161270,13587.5,442559,9220,207.9,141.46,9220,14190
2021/1/7,14340,282.5,234.4,6.4567,53.84,161270,13975,735423,9220,207.8,141.66,9220,14645
2021/1/8,14600,287.1,233.7,6.4719,54.39,161870,13975,574201,9220,207.85,140.39,9220,14670
2021/1/11,14360,213.0924094,227.3,6.4748,54.76,163770,13387.5,986691,9500,205.9,140.45,9500,13985
2021/1/12,13935,290,230.5,6.467,55.41,163770,13475,508288,9500,204.2,139.61,9500,13910
2021/1/13,13985,293,232.9,6.4659,55.81,163770,13545,495069,9500,204.45,140.25,9500,13950
2021/1/14,13965,301,232.7,6.4678,55.19,163770,13600,553500,9500,205.75,139.15,9500,14040
2021/1/15,14550,313.5,237.8,6.4752,54.68,163870,13912.5,627117,9500,207.85,139.19,9500,14900
2021/1/18,14665,323.5,239.7,6.493,53.92,165870,14150,582463,9500,209.5,139.08,9500,14715
2021/1/19,14600,323.7,232.1,6.4872,54.85,165870,13900,555009,9500,208.95,138.17,9500,14565
2021/1/20,14600,336.6,232.2,6.4676,55.75,165860,13937.5,515656,9500,209.05,137.67,9500,14570
2021/1/21,14715,338,235.3,6.4643,55.14,165960,14062.5,752532,9500,209.25,138.06,9500,14685
2021/1/22,14435,270,232.5,6.4777,54.69,166750,13775,683886,9500,209,136.77,9500,14310
2021/1/25,14245,335,225.3,6.4763,54.85,167030,13550,563647,9500,207.45,135.15,9500,14210
2021/1/26,14235,235.5,215,6.4756,54.87,167230,13500,522764,9500,207.05,134.5,9500,14000
2021/1/27,14170,239.1,215.9,6.4671,55.31,167190,13575,364227,9500,207.05,134.1,9500,14235
2021/1/28,14050,236.8,216.4,6.4758,54.36,167190,13450,508866,9500,207.35,133.67,9500,14060
2021/1/29,14315,243.4,221,6.4612,54.41,167040,13675,570852,9500,206.65,133.67,9500,14315
2021/2/1,14555,241.5,226.6,6.4641,55.14,167940,13975,539476,9500,208.35,135.96,9500,14550
2021/2/2,14575,243,220.8,6.4597,56.82,167940,13875,569419,9500,208.15,135.96,9500,14495
2021/2/3,14395,240,220.5,6.4587,57.74,167940,13575,478226,9500,208.25,137.32,9500,14235
2021/2/4,14400,241,224.9,6.4629,58.26,167940,13900,451598,9500,208.4,138.17,9500,14560
2021/2/5,14600,245,222,6.481,58.94,167940,13962.5,482669,9500,209.15,139.24,9500,14640
2021/2/8,14770,248.8,226.6,6.4583,59.59,167940,14025,566198,9500,211.25,141.25,9500,14685
2021/2/9,14710,246.3,222,6.4487,60.3,167940,14025,456977,9500,212.75,141.85,9500,14790
2021/2/10,14605,249,225.1,6.438,60.47,167940,14025,404937,9500,212.65,141.55,9500,14635
2021/2/18,15210,252.8,236,6.4706,63.44,167940,14025,429287,9800,216.25,145.43,9800,15100
2021/2/19,15315,259.9,241,6.4575,61.32,167940,14500,668811,9800,216.55,148.11,9800,15535
2021/2/22,15790,269.3,245.8,6.4675,62.01,167940,15275,764529,9800,220,154.57,9800,15710
2021/2/23,15860,213.0924094,247,6.4606,63.73,167940,15350,793203,9800,221.8,157.85,9800,15940
2021/2/24,15960,272.8,244.5,6.453,64,167940,15437.5,777126,9800,221.1,161.63,9800,16090
2021/2/25,16775,282.9,259,6.45,65.42,167940,16287.5,1197223,9800,221.4,172.26,9800,16800
2021/2/26,16150,271.4,246,6.459,64.37,167940,15575,1093321,9800,221.4,172.26,9800,15845
2021/3/1,15800,265.5,243,6.4615,64.21,168040,15375,871171,9800,219.05,170.47,9800,15655
2021/3/2,15105,265.1,234.9,6.4699,61.94,167970,14775,875200,9800,217.6,170.4,9800,15275
2021/3/3,15320,267.5,239.2,6.462,62.12,167970,14850,634399,9800,217.45,169.68,9800,15340
2021/3/4,15120,270,239,6.469,64.23,167900,14525,845157,9800,219,168.59,9800,14960
2021/3/5,15005,268,241.8,6.4768,67.03,168100,14612.5,880804,9800,220.05,168.08,9800,14855
2021/3/8,15180,269,240.7,6.5233,68.17,169010,14500,817210,9800,222.65,167.83,9800,15140
2021/3/9,14960,272.5,241.9,6.518,66.38,170810,14400,734054,9800,223.95,166.63,9800,15150
2021/3/10,15125,271.1,243,6.5116,65.6,170780,14525,852153,9800,225,168.93,9800,15145
2021/3/11,15515,271.5,244.3,6.4911,67.39,170780,14625,804754,9800,227.5,168.19,9800,15515
2021/3/12,15300,273.9,245,6.5036,68.14,170780,14637.5,706291,9800,230.2,171,9800,15300
2021/3/15,15300,273,245.9,6.5031,68.18,170750,14537.5,745922,9800,233.9,171.77,9800,15300
2021/3/16,15095,269.5,245.9,6.4995,66.89,170720,14462.5,645759,9800,235.2,170.95,9800,15125
2021/3/17,15055,269.9,245.9,6.503,66.76,170650,14475,662828,9800,235.9,170.58,9800,15160
2021/3/18,15130,270,243.6,6.5017,64.79,170650,14525,662492,9800,234.95,170.51,9800,15070
2021/3/19,14550,262,236,6.5045,62.47,170620,14087.5,1051969,9800,233,168.4,9800,14285
2021/3/22,14405,263,237,6.51,63.22,170960,13812.5,619241,9800,233.05,169.51,9800,14475
2021/3/23,14355,262.9,237,6.5108,62.27,170920,13762.5,523826,9800,233.5,168.36,9800,14405
2021/3/24,14145,258.9,234,6.5236,61.61,170920,13675,623586,9700,233.75,167.86,9700,14255
2021/3/25,14105,253.5,232,6.534,61.63,170920,13625,443716,9700,232.6,167.9,9700,14080
2021/3/26,13925,248,232,6.5407,62.56,170920,13437.5,626750,9700,232.75,166.18,9700,13950
2021/3/29,14040,248.9,227.9,6.5626,62.86,171260,13612.5,544568,9700,234.45,165.44,9700,14180
2021/3/30,14105,247.6,227.9,6.5677,63.37,171460,13612.5,481334,9700,234.8,164.54,9700,14010
2021/3/31,13850,240.8,225,6.5566,63.07,172130,13150,688209,9700,232.05,161.52,9700,13635
2021/4/1,13880,241.3,221,6.5739,61.75,172130,13300,378643,9700,232.05,159.68,9700,13625
2021/4/2,13880,241.8,201.3327889,6.5612,61.75,171930,13525,478169,9700,232.05,159.68,9700,13880
2021/4/6,13880,238.9,223.1,6.5501,61.31,171920,13562.5,278210,9700,229.95,160.39,9700,13880
2021/4/7,13990,238,224.7,6.546,60.67,171920,13562.5,375456,9700,229.95,160.01,9700,14070
2021/4/8,13930,238.5,218.9,6.549,61.2,171990,13400,472716,9700,229.6,157.65,9700,14165
2021/4/9,13680,231.7,216,6.5589,61.12,171990,13000,533363,9700,227.4,155.59,9700,13680
2021/4/12,13500,223,204.8,6.5514,61.44,171990,12750,620954,9500,225.1,155.52,9500,13040
2021/4/13,13500,218.1,209.5,6.5487,61.85,171840,12757.5,405310,9500,224.45,154.37,9500,13500
2021/4/14,13500,225.3,216.8,6.5334,63.39,171840,12937.5,395871,9500,222.85,152.02,9500,13500
2021/4/15,13500,225,220.8,6.5322,64.48,171840,13015,443692,9500,222.85,152.36,9500,13500
2021/4/16,13500,225.7,222.9,6.5228,65.21,174140,13015,446803,9500,224.65,152.38,9500,13540
2021/4/19,13325,220.6,222,6.5115,65.1,174140,12912.5,561054,9500,219,149.72,9500,13435
2021/4/20,13545,222.7,220,6.4953,65.36,174120,13087.5,502236,9500,219.45,150.05,9500,13660
2021/4/21,13590,223.4,218.3,6.4951,64.02,174120,13187.5,408647,9500,218.1,148.94,9500,13650
2021/4/22,13710,224,218,6.4888,63.06,174080,13362.5,592476,9500,217.5,147.72,9500,13720
2021/4/23,13765,226.8,216,6.4936,63.63,174080,13437.5,441788,9300,217.6,149.98,9300,13830
2021/4/26,13720,227.5,214.8,6.4878,63.22,174980,13275,727622,9300,218.7,150.98,9300,13545
2021/4/27,13480,229.1,216,6.486,63.91,176280,13150,508768,9300,219.15,149.76,9300,13565
2021/4/28,13565,229,220,6.4847,64.53,176250,13340,426095,9300,220.4,151.13,9300,13700
2021/4/29,13785,213.0924094,225,6.4652,65.71,176250,13387.5,388061,9300,222.8,152.86,9300,13820
2021/4/30,13735,237.5,226,6.4716,65.42,176240,13407.5,486516,9300,225.6,152.86,9300,13700
2021/5/6,14050,256.7,230.2,6.4739,67.49,176140,13742.5,323800,9300,228.55,158.8,9300,14145
2021/5/7,14225,258,232.3,6.4589,66.57,176140,13825,495526,9300,229.15,159.01,9300,14175
2021/5/10,14240,261.2,239,6.4173,67.1,176140,14040,535907,9300,229.15,160.13,9300,14275
2021/5/11,13955,257,234.6,6.427,66.39,176140,13565,637219,9300,229.15,158.63,9300,13855
2021/5/12,13835,259.4,237.6,6.4425,67.46,176140,13667.5,493229,9300,234.85,158.63,9300,13905
2021/5/13,13695,257.3,201.3327889,6.4549,66.78,176240,13225,854183,9300,234.85,158.63,9300,13375
2021/5/14,12990,253,232.5,6.4347,66.16,176240,12875,800409,9100,234.85,156.17,9100,12980
2021/5/17,13090,259,234,6.4416,67.52,176940,12837.5,477076,9100,234.85,156.17,9100,13100
2021/5/18,13135,259,235.5,6.4245,68.39,176870,12777.5,368278,9100,234.85,155.9,9100,13200
2021/5/19,13150,256.5,232,6.4382,65.95,176830,12802.5,571160,9100,235.55,155.82,9100,13135
2021/5/20,13060,258,232.3,6.4353,65.29,176830,12800,662333,9100,235.55,155.1,9100,13165
2021/5/21,13335,258.9,233.5,6.4337,64.18,176670,13165,709282,9100,235.55,156.72,9100,13420
2021/5/24,13500,259.3,231.5,6.4293,66.93,176670,13125,656802,9100,235.95,157.17,9100,13495
2021/5/25,13460,259.8,234.4,6.4078,67.41,176490,13100,418686,9100,235.95,157.42,9100,13435
2021/5/26,13555,260,201.3327889,6.393,67.47,176490,13200,593612,9100,237.3,157.75,9100,13575
2021/5/27,13520,257.9,233.5,6.3758,67.32,176490,13150,614465,8900,237.3,157.75,8900,13460
2021/5/28,13535,256.8,235,6.3654,68.2,176460,13112.5,705260,8900,237.3,158.03,8900,13365
2021/5/31,13225,248,229,6.3607,68.53,176300,12850,582108,8900,235.8,152.28,8900,13190
2021/6/1,13115,243.3,224.5,6.3759,69.03,176250,12887.5,375846,8900,235.8,151.63,8900,13095
2021/6/2,12970,236,223.5,6.3872,69.39,176250,12737.5,595769,8900,232.8,150.39,8900,12925
2021/6/3,13075,241.9,224.1,6.3932,69.91,176180,12850,429258,8900,232.8,148.78,8900,13050
2021/6/4,12955,249.9,224.4,6.4092,70.23,176150,12875,534332,8900,232.8,147.67,8900,13100
2021/6/7,13025,247.8,218.7,6.3961,70.15,175980,12687.5,487975,8900,233.5,146.26,8900,12965
2021/6/8,12675,244.9,224,6.3972,69.83,175950,12612.5,668762,8900,232.25,146.26,8900,12680
2021/6/9,12700,248,221.6,6.3899,71.21,175750,12637.5,337153,8900,232.25,143.1,8900,12765
2021/6/10,12700,246.9,219.2,6.3903,70.9,175740,12487.5,476584,8300,232.2,142.87,8300,12700
2021/6/11,12300,245.5,220,6.3914,71.31,175440,12500,548085,8300,232.25,140.28,8300,12300
2021/6/15,12275,247.9,212,6.4021,72.05,175180,12325,430142,8300,232,137.24,8300,12250
2021/6/16,12595,245.1,213,6.3974,73.16,174870,12312.5,377654,8300,231.7,138.06,8300,12590
2021/6/17,12655,243.7,213,6.4277,72.29,174870,12312.5,445197,8300,230.55,137.5,8300,12605
2021/6/18,12540,242.5,211.6,6.4408,71.56,174630,12312.5,551863,8300,228.6,135.04,8300,12690
2021/6/21,12575,240.8,209,6.4705,72.45,173860,12212.5,410736,8200,227.9,134.14,8200,12470
2021/6/22,12465,239.1,205.3,6.4733,73.13,173860,12325,347520,8200,228,132.58,8200,12530
2021/6/23,12740,238.9,204.2,6.4808,74.01,174280,12525,554227,8200,227.25,134.15,8200,12790
2021/6/24,12790,236.8,204.3,6.4732,74.09,174260,12600,394438,8200,227.65,134.28,8200,12780
2021/6/25,12940,239.7,202.8,6.4553,74.19,174820,12847.5,462546,8200,227.85,133.95,8200,12990
2021/6/28,12990,237.3,202.7,6.4565,73.84,174820,12775,373830,7900,227.1,131.85,7900,12970
2021/6/29,12835,236.2,202.7,6.4575,73.34,174820,12515,513188,7900,225.7,130,7900,12660
2021/6/30,12630,230.5,199.6,6.4612,73.6,174740,12407.5,343767,7900,224.65,127.49,7900,12510
2021/7/1,12530,223.5,194.8,6.464,74.87,174680,12370,399494,7900,223.15,124.94,7900,12505
2021/7/2,12545,223,190,6.4825,75.21,174650,12385,306318,7900,221.35,122.68,7900,12545
2021/7/5,12880,222.5,192.3,6.4608,75.71,174800,12800,516791,7900,223.15,124.33,7900,12935
2021/7/6,13075,224,191.5,6.4627,75.94,174750,13000,457476,7900,224,122.52,7900,13165
2021/7/7,13040,220,192.8,6.4639,73.58,174750,13050,659479,7900,222.75,121.15,7900,13195
2021/7/8,13040,217.1,186.1,6.4811,71.97,174750,13037.5,535340,8000,223.55,119.36,8000,13040
